student_id,student_name,course_code,term,credits,has_prerequisites,midterm_score,final_score,assignment_score,total_score,passed,attendance_rate
20262263,Mostafa Ali,IS 416,Fall 2024,2,False,16,35,5,56,True,68.23
20260546,Amelia Ibrahim,CS 352,Fall 2024,2,False,21,35,15,71,True,98.28
20261254,Mia Salem,CS 214,Fall 2024,3,True,26,49,15,90,True,78.88
20262032,Mahmoud Salem,IS 211,Fall 2023,3,True,25,29,5,59,True,82.0
20260373,Huda Khedr,IS 312,Spring 2024,2,True,17,32,9,58,True,63.08
20260519,Noah Younis,CS 112,Spring 2024,3,True,28,45,20,93,True,55.16
20260468,Aisha Lotfy,HU 313,Spring 2024,4,True,25,41,17,83,True,74.88
20261147,Huda Othman,ST 122,Fall 2024,3,False,27,40,15,82,True,98.03
20262437,Mia Salem,IS 334,Fall 2023,2,True,12,32,12,56,True,75.91
20260564,Ali Hassan,IS 360,Fall 2023,4,False,19,35,12,66,True,74.87
20262227,Mariam Salem,HU 213,Fall 2024,2,False,9,10,8,27,False,46.77
20261860,Mohamed Martinez,CS 214,Fall 2024,2,True,22,42,20,84,True,45.05
20260365,Mostafa Zaki,MA 112,Fall 2024,4,True,15,21,15,51,True,46.34
20262126,Sarah Younis,HU 122,Fall 2023,3,True,25,28,14,67,True,78.59
20260421,Ethan El Sayed,HU 331,Fall 2023,4,True,7,17,10,34,False,58.22
20261259,James Ali,IS 460,Fall 2024,2,False,24,41,19,84,True,89.33
20262422,Amelia Brown,HU 333,Spring 2024,4,False,7,19,8,34,False,50.35
20261979,Ahmed Kamel,IS 360,Spring 2024,2,True,23,47,18,88,True,75.51
20262007,Emily Ashraf,IS 350,Fall 2024,2,False,26,45,19,90,True,97.5
20262246,Mia Johnson,IS 444,Spring 2024,3,True,29,48,16,93,True,83.8
20261392,Ali Hassan,IS 365,Fall 2023,2,False,18,31,9,58,True,75.22
20262080,Isabella Ashraf,IS 360,Spring 2024,4,True,8,18,6,32,False,22.08
20262384,Amelia Brown,IS 312,Fall 2023,2,False,11,22,5,38,False,69.07
20262390,Amelia Fouad,IT 211,Fall 2023,3,False,20,47,18,85,True,74.63
20260058,Mason Ashraf,ST 121,Fall 2023,4,True,7,19,10,36,False,74.96
20260712,Huda Salem,IT 221,Fall 2024,4,True,19,21,8,48,False,83.26
20260624,Sarah Hassan,IS 241,Fall 2023,4,False,11,30,12,53,True,70.64
20260742,Lucas Kamel,IS 414,Spring 2024,4,True,20,42,20,82,True,88.79
20260433,Isabella Hassan,HU 333,Fall 2024,4,False,27,49,19,95,True,96.48
20262309,Youssef Kamel,HU 331,Fall 2024,2,False,24,41,15,80,True,77.38
20261175,Jacob Salem,ST 122,Fall 2024,2,False,21,48,18,87,True,72.09
20261261,Mohamed Ali,IS 334,Fall 2023,3,False,20,36,19,75,True,68.85
20261985,Omar Salem,HU 213,Spring 2024,3,False,25,45,15,85,True,91.19
20260531,Liam Khaled,IS 453,Fall 2024,4,False,24,24,10,58,True,75.24
20261518,Huda Lotfy,ST 121,Fall 2023,2,True,28,42,18,88,True,47.96
20260836,Huda Salem,IS 345,Fall 2023,2,False,28,37,15,80,True,98.27
20261811,Noah Ibrahim,IS 441,Fall 2024,2,True,21,39,19,79,True,74.5
20261384,Olivia Brown,CS 112,Fall 2023,3,True,26,43,18,87,True,68.02
20260604,Mariam Hassan,IS 342,Fall 2024,3,False,26,35,16,77,True,74.9
20262150,Jacob Zaki,IS 415,Spring 2024,3,True,21,46,19,86,True,84.01
20260224,Liam Jones,HU 332,Spring 2024,2,False,25,48,15,88,True,51.45
20261554,Mia Ashraf,IT 223,Fall 2024,2,True,21,31,9,61,True,78.85
20260672,Sophia Brown,IS 321,Spring 2024,3,False,29,45,16,90,True,90.35
20261975,Aisha Miller,CS 112,Fall 2023,2,True,14,7,2,23,False,63.94
20260632,Ahmed Johnson,IS 414,Fall 2023,4,True,20,38,18,76,True,84.4
20262497,Noah Kamel,IS 441,Spring 2024,2,False,27,38,19,84,True,76.27
20262225,Nour Smith,IS 444,Fall 2024,3,False,12,20,11,43,False,53.62
20261539,Jacob El Sayed,AI 310,Fall 2023,3,False,23,43,18,84,True,84.42
20262239,Ahmed Ashraf,IS 211,Fall 2023,3,True,8,9,5,22,False,70.01
20261327,Logan Smith,IS 496,Spring 2024,3,False,20,22,9,51,True,50.11
20261047,Emily Lotfy,IS 444,Fall 2024,3,False,25,30,15,70,True,78.78
20260661,Aisha Othman,IS 455,Fall 2023,3,False,17,35,7,59,True,63.97
20260933,Sarah Ali,HU 313,Fall 2024,2,True,20,25,10,55,True,73.96
20261463,Aisha Jones,HU 332,Fall 2024,4,False,12,30,12,54,True,79.58
20261585,Mariam Othman,IS 442,Fall 2024,2,False,19,26,6,51,True,67.63
20261986,Olivia Salem,IS 345,Spring 2024,4,True,24,28,12,64,True,68.0
20261125,Mariam Farouk,IS 415,Fall 2024,3,False,26,44,15,85,True,85.55
20260537,Ali Brown,ST 122,Fall 2024,3,True,24,24,5,53,True,65.2
20261035,Ethan Johnson,IS 498,Fall 2023,4,True,20,46,17,83,True,76.29
20260281,Mason Farouk,ST 122,Fall 2024,3,False,22,42,20,84,True,91.19
20260291,Mariam Brown,CS 313,Fall 2023,2,False,8,16,4,28,False,68.74
20261035,Ethan Johnson,HU 331,Fall 2023,3,False,26,38,19,83,True,78.18
20262216,Emily Kamel,HU 122,Fall 2024,4,True,22,38,19,79,True,85.33
20260477,Ahmed Othman,IT 111,Fall 2023,3,True,9,17,9,35,False,58.6
20260667,Ali Ashraf,IS 342,Spring 2024,4,False,27,38,15,80,True,74.39
20260027,Ethan Smith,IS 434,Spring 2024,3,False,25,37,20,82,True,77.74
20261271,Mostafa Khaled,IS 415,Spring 2024,2,False,13,11,1,25,False,78.04
20260761,Noah Brown,IT 423,Spring 2024,2,False,24,37,16,77,True,62.75
20261482,Mostafa Jones,ST 122,Spring 2024,4,False,25,35,15,75,True,80.46
20261437,Fatma Fouad,CS 213,Spring 2024,2,True,10,32,13,55,True,97.15
20261719,Mariam Zaki,IS 231,Fall 2023,4,True,21,42,16,79,True,88.32
20261352,Amelia Garcia,ST 121,Fall 2023,4,True,22,22,7,51,True,67.73
20260713,Sophia Hassan,ST 121,Spring 2024,4,True,27,42,20,89,True,78.28
20261886,Ahmed Khedr,IS 415,Spring 2024,2,False,23,39,15,77,True,87.66
20260670,Mason Ashraf,IS 345,Fall 2023,2,False,25,24,15,64,True,90.15
20261032,Jacob Salem,HU 122,Fall 2023,3,True,25,48,18,91,True,94.24
20262214,Ahmed Brown,ST 122,Fall 2023,4,True,18,22,5,45,False,80.56
20262311,Noah Ashraf,IS 231,Fall 2023,4,True,23,45,20,88,True,81.34
20260506,Isabella Farouk,IS 334,Spring 2024,4,True,29,37,16,82,True,94.07
20260660,Noah Smith,IS 422,Spring 2024,2,False,25,43,20,88,True,56.96
20260332,Lucas Khedr,HU 122,Spring 2024,4,False,16,24,7,47,False,67.47
20260361,Mahmoud Johnson,CS 251,Spring 2024,4,True,12,29,12,53,True,57.95
20262245,Nour Brown,IS 333,Spring 2024,4,True,24,30,8,62,True,74.92
20262069,Isabella Farouk,ST 121,Spring 2024,2,False,10,26,10,46,False,68.19
20261226,Mia Hassan,IS 350,Fall 2023,4,True,27,45,16,88,True,81.94
20262250,Lucas El Sayed,IS 352,Fall 2024,3,False,11,30,6,47,False,56.99
20261023,Ava Hassan,IS 211,Fall 2024,3,True,20,47,16,83,True,79.32
20260024,Logan Martinez,IS 345,Fall 2023,2,True,9,11,1,21,False,78.97
20261464,Hassan Brown,IS 435,Fall 2024,2,False,23,50,18,91,True,95.55
20260731,Ali Smith,CS 214,Fall 2023,3,True,13,6,6,25,False,59.31
20261511,Emma Smith,IS 451,Fall 2023,4,True,25,32,10,67,True,77.55
20261383,Ali Ashraf,IS 365,Spring 2024,3,False,16,24,5,45,False,64.96
20260653,Liam Nagy,IS 450,Fall 2024,4,False,21,35,7,63,True,51.82
20262337,Sarah Martinez,IS 350,Fall 2023,4,True,20,37,20,77,True,55.57
20261156,Dina Hassan,CS 213,Spring 2024,2,True,23,48,16,87,True,79.48
20261407,Ali Fouad,HU 122,Fall 2023,2,True,23,23,13,59,True,69.8
20261271,Mostafa Khaled,CS 221,Spring 2024,4,False,8,13,8,29,False,28.26
20260172,Jacob Salem,IT 211,Fall 2024,3,False,9,6,2,17,False,40.38
20261066,Huda Garcia,HU 331,Fall 2024,3,False,16,30,14,60,True,70.56
20260366,James Martinez,IS 334,Spring 2024,3,True,28,47,20,95,True,85.19
20260875,Noah Nagy,IT 223,Spring 2024,4,True,29,43,18,90,True,66.97
20261627,Ahmed Smith,CS 111,Fall 2023,3,True,12,23,11,46,False,52.64
20261279,Laila Nagy,HU 313,Fall 2023,4,True,20,27,10,57,True,77.68
20260365,Mostafa Zaki,IS 415,Spring 2024,4,False,18,27,15,60,True,91.68
20262075,Jacob Smith,HU 323,Fall 2023,4,False,22,27,15,64,True,63.39
20260287,Fatma Fouad,IS 313,Fall 2024,4,True,18,32,6,56,True,43.62
20261162,Hassan Khaled,IS 231,Spring 2024,2,False,20,47,16,83,True,85.52
20262039,Omar Garcia,CS 251,Spring 2024,4,True,10,20,8,38,False,60.55
20260892,Hassan Johnson,MA 112,Spring 2024,3,True,11,13,2,26,False,35.84
20260348,Emily Farouk,IS 352,Fall 2023,3,False,24,23,14,61,True,70.88
20261188,Mason Lotfy,HU 313,Fall 2023,4,True,28,48,15,91,True,49.14
20262467,Liam Lotfy,CS 352,Spring 2024,3,False,24,21,15,60,True,83.02
20260737,Aisha Ibrahim,CS 112,Fall 2024,3,True,30,47,20,97,True,37.37
20261646,James Salem,IS 451,Spring 2024,3,False,10,32,14,56,True,64.11
20261144,Mostafa Brown,IS 333,Fall 2023,3,True,21,32,10,63,True,78.29
20260168,Sarah Othman,IS 342,Spring 2024,2,False,27,44,16,87,True,69.03
20260514,Emily Nagy,IS 312,Fall 2024,4,True,28,47,18,93,True,74.75
20260977,Laila Salem,IT 111,Spring 2024,2,False,23,49,15,87,True,72.6
20261063,Mia Smith,CS 221,Spring 2024,2,True,13,33,13,59,True,68.59
20260294,Ahmed Garcia,IS 460,Fall 2024,4,False,21,33,13,67,True,79.87
20261852,Dina Garcia,HU 112,Fall 2024,3,True,20,44,17,81,True,62.75
20261446,Laila Ibrahim,IS 312,Fall 2023,2,True,21,34,9,64,True,84.59
20261605,Laila Smith,IS 421,Fall 2024,2,False,28,46,15,89,True,46.05
20260643,Logan Ibrahim,CS 241,Fall 2023,2,True,26,49,16,91,True,63.09
20260327,James Johnson,CS 352,Fall 2024,4,False,18,21,15,54,True,59.17
20262054,Amelia Nagy,IS 444,Spring 2024,2,True,27,47,20,94,True,93.01
20260615,Ava Jones,HU 323,Fall 2024,2,False,27,42,19,88,True,67.38
20261856,Hassan Ali,IS 342,Spring 2024,4,False,29,50,17,96,True,73.21
20261375,Mohamed Hassan,IS 441,Spring 2024,4,False,13,21,7,41,False,87.05
20261345,Isabella Miller,IS 450,Fall 2023,4,False,28,46,18,92,True,37.15
20260155,Lucas Smith,HU 122,Spring 2024,2,False,24,33,15,72,True,77.63
20260592,Ahmed Jones,IT 222,Fall 2023,3,True,20,44,16,80,True,65.47
20261257,Amelia Miller,HU 333,Fall 2023,2,False,27,50,19,96,True,49.46
20261906,Ava Smith,IS 313,Fall 2024,2,True,28,39,16,83,True,63.09
20260015,Mohamed Smith,HU 333,Fall 2024,3,False,16,24,9,49,False,66.72
20261066,Huda Garcia,IS 231,Fall 2024,2,False,10,35,15,60,True,85.49
20262439,Fatma Miller,CS 241,Fall 2023,3,True,19,22,5,46,False,83.98
20262191,Fatma El Sayed,IS 334,Spring 2024,2,False,6,12,1,19,False,75.41
20260041,Mariam Ashraf,IS 442,Fall 2023,3,False,11,30,14,55,True,45.55
20262115,Logan Jones,IS 434,Spring 2024,4,False,14,25,12,51,True,67.78
20261770,Omar Johnson,IS 498,Fall 2023,4,True,12,25,13,50,True,89.61
20261952,Aisha Fouad,IS 333,Fall 2024,3,True,21,31,7,59,True,51.93
20260500,Mariam Khedr,HU 332,Fall 2023,2,False,27,38,20,85,True,68.04
20260805,Mia Hassan,IS 444,Spring 2024,4,False,26,37,18,81,True,87.24
20260392,Amelia Othman,AI 310,Fall 2023,3,False,22,50,17,89,True,88.49
20260682,Huda Fouad,IS 312,Fall 2024,2,True,20,36,15,71,True,58.95
20261542,Sophia Hassan,CS 112,Fall 2024,2,True,21,25,10,56,True,100.0
20261409,Omar Brown,IS 451,Fall 2023,3,True,16,35,10,61,True,75.6
20260701,Olivia Smith,IS 448,Spring 2024,3,False,20,41,16,77,True,89.96
20260771,Nour Kamel,IS 496,Fall 2024,2,True,12,34,14,60,True,70.82
20262048,Sophia Ibrahim,IS 421,Spring 2024,2,True,24,48,15,87,True,100.0
20261447,Liam Khedr,HU 121,Fall 2024,2,False,15,10,5,30,False,58.23
20262273,Ethan Farouk,HU 112,Fall 2023,4,True,24,25,13,62,True,100.0
20260312,Ali Ibrahim,IS 360,Spring 2024,4,False,21,44,16,81,True,55.06
20262161,Ethan Ali,HU 334,Fall 2024,4,True,24,48,18,90,True,46.84
20260245,Mostafa Nagy,IS 240,Fall 2023,2,True,11,30,5,46,False,87.84
20260481,Sarah Fouad,CS 112,Fall 2024,4,True,13,21,8,42,False,71.31
20260523,Ethan Younis,IT 423,Fall 2023,3,False,27,46,15,88,True,64.05
20261252,Mostafa Miller,HU 313,Fall 2024,2,True,28,37,18,83,True,85.0
20260123,Ethan Nagy,MA 113,Spring 2024,2,True,22,46,17,85,True,89.64
20262169,Fatma Zaki,HU 112,Fall 2023,2,True,27,47,17,91,True,65.21
20260763,Ava Smith,HU 333,Fall 2024,4,False,25,46,15,86,True,55.18
20261427,Mason Salem,ST 121,Spring 2024,2,True,30,40,16,86,True,68.98
20261677,Noah Salem,CS 213,Fall 2024,2,True,14,5,2,21,False,57.51
20261745,Olivia Jones,MA 112,Spring 2024,2,True,28,35,20,83,True,94.66
20260355,Fatma El Sayed,ST 122,Fall 2023,4,False,12,21,15,48,False,80.2
20262001,Sarah Younis,MA 112,Fall 2024,4,True,23,44,16,83,True,100.0
20261619,Amelia Ibrahim,IS 448,Fall 2023,2,False,26,46,15,87,True,54.94
20260181,Emily Fouad,IT 221,Fall 2024,3,False,23,39,15,77,True,93.13
20262014,Hassan Ali,IT 423,Fall 2024,4,True,29,46,17,92,True,75.72
20260521,Ahmed Ashraf,IS 496,Fall 2024,2,False,27,40,15,82,True,88.29
20261116,Ahmed Nagy,IS 211,Fall 2023,2,True,17,26,6,49,False,85.07
20262096,Lucas Younis,HU 313,Fall 2023,4,True,20,38,15,73,True,99.23
20262240,Nour Brown,HU 213,Spring 2024,3,False,14,7,1,22,False,46.34
20260128,Ali Miller,HU 334,Spring 2024,2,False,23,35,13,71,True,100.0
20260983,Emily Khedr,IS 321,Spring 2024,2,True,10,8,3,21,False,80.18
20262202,Omar Khaled,CS 241,Fall 2023,3,True,26,44,20,90,True,85.58
20261049,Lucas Martinez,IS 455,Spring 2024,4,False,28,43,20,91,True,73.15
20262175,Emma Jones,IS 414,Fall 2024,4,True,7,9,1,17,False,64.44
20262102,Mariam Garcia,HU 332,Fall 2023,4,True,21,46,16,83,True,67.63
20261463,Aisha Jones,CS 214,Spring 2024,4,True,12,30,11,53,True,81.9
20261881,Ali Othman,MA 111,Fall 2023,2,False,10,27,8,45,False,48.42
20261849,Lucas Garcia,IS 415,Fall 2023,3,False,27,50,19,96,True,95.79
20260875,Noah Nagy,CS 111,Spring 2024,4,True,24,40,18,82,True,74.17
20261745,Olivia Jones,IS 441,Spring 2024,4,False,30,44,20,94,True,68.94
20260481,Sarah Fouad,IS 444,Fall 2024,2,True,13,25,8,46,False,52.89
20262374,Mia Smith,IS 450,Spring 2024,4,False,21,47,15,83,True,68.38
20261040,Sarah Ali,HU 323,Fall 2023,3,False,24,42,20,86,True,86.34
20261420,Huda Fouad,IS 455,Spring 2024,4,False,9,12,7,28,False,53.66
20262301,Aisha Martinez,IS 241,Spring 2024,2,False,24,40,16,80,True,75.2
20260570,Fatma Zaki,ST 121,Fall 2023,3,True,28,48,17,93,True,72.52
20261603,Noah Hassan,IS 313,Fall 2024,3,True,12,8,8,28,False,56.09
20260730,Ava Williams,CS 214,Fall 2024,3,True,8,6,9,23,False,48.92
20260471,Isabella Salem,ST 121,Fall 2023,3,True,20,26,6,52,True,78.74
20262083,Omar Williams,HU 331,Fall 2024,2,False,14,31,6,51,True,85.18
20261214,Ethan Fouad,CS 111,Spring 2024,4,True,28,46,20,94,True,80.11
20261319,Sophia Othman,IS 365,Fall 2024,2,True,27,38,17,82,True,58.47
20262265,Emily Younis,IS 240,Fall 2024,4,True,20,42,16,78,True,82.08
20262257,Noah Zaki,MA 113,Spring 2024,2,True,24,50,16,90,True,82.26
20262059,James Smith,PH 111,Fall 2023,3,True,20,37,18,75,True,59.79
20261638,Ava Jones,IS 441,Fall 2024,2,False,22,44,18,84,True,87.73
20261113,Jacob Ashraf,HU 331,Fall 2024,4,True,22,22,9,53,True,84.27
20261641,Isabella Garcia,IS 345,Fall 2024,2,True,22,38,16,76,True,36.13
20261400,Aisha Hassan,IS 416,Spring 2024,4,False,11,26,7,44,False,66.35
20260896,Logan Johnson,IT 221,Fall 2023,2,True,30,43,20,93,True,77.34
20261057,Liam Martinez,IS 333,Spring 2024,2,False,21,40,17,78,True,80.76
20260486,Noah Younis,IS 444,Fall 2023,4,True,12,32,7,51,True,55.89
20260620,Laila Farouk,IS 448,Fall 2024,3,True,24,37,16,77,True,63.0
20261899,Logan Othman,IS 351,Spring 2024,2,False,23,41,15,79,True,80.78
20261017,Olivia Ashraf,IT 111,Fall 2024,2,True,26,43,15,84,True,72.99
20260702,Sarah Kamel,IS 321,Spring 2024,2,True,17,21,5,43,False,83.31
20262228,Nour Othman,IS 421,Spring 2024,4,True,26,39,16,81,True,52.8
20261499,Ava Williams,CS 214,Spring 2024,4,False,24,44,16,84,True,100.0
20260736,Olivia Ashraf,CS 111,Fall 2024,3,True,15,25,5,45,False,84.19
20261926,Youssef Ibrahim,CS 112,Spring 2024,4,True,24,24,12,60,True,58.93
20261374,Mahmoud Nagy,CS 316,Spring 2024,4,True,11,20,6,37,False,91.59
20260835,Aisha Khaled,IS 313,Spring 2024,3,True,23,41,16,80,True,79.32
20260508,James Jones,IS 460,Fall 2023,2,False,15,32,7,54,True,99.64
20260289,Noah Zaki,IS 441,Spring 2024,2,False,25,21,14,60,True,62.45
20261905,Mia Johnson,CS 316,Fall 2023,3,True,13,29,13,55,True,78.93
20262242,Youssef Miller,MA 112,Spring 2024,2,False,29,47,16,92,True,73.52
20261884,Mia Garcia,CS 112,Spring 2024,3,True,28,36,16,80,True,76.36
20260389,Olivia Brown,HU 111,Fall 2023,2,True,24,44,20,88,True,75.69
20260512,Noah Salem,IS 450,Fall 2024,4,False,21,35,15,71,True,63.63
20262276,Olivia Lotfy,HU 313,Fall 2024,3,True,30,48,19,97,True,75.85
20261254,Mia Salem,IS 352,Fall 2023,3,True,29,42,17,88,True,80.63
20260707,Fatma Othman,IS 231,Fall 2024,3,True,17,24,5,46,False,90.25
20260358,Isabella Ashraf,IS 345,Spring 2024,4,True,30,46,17,93,True,85.66
20262219,Emma Ali,IS 241,Fall 2024,4,False,13,20,0,33,False,20.57
20261185,Ahmed Othman,IT 241,Fall 2024,2,False,14,14,4,32,False,53.04
20261548,Emma Williams,ST 121,Fall 2024,2,True,10,15,2,27,False,56.44
20260575,Ava Younis,IS 360,Fall 2023,4,True,24,49,15,88,True,68.3
20261306,Laila Fouad,IT 223,Fall 2023,4,True,23,43,15,81,True,66.28
20260331,Aisha Miller,IS 352,Fall 2023,4,False,11,20,8,39,False,75.67
20260718,James Ashraf,CS 112,Fall 2023,2,True,9,15,2,26,False,50.1
20261829,Lucas Williams,IT 111,Spring 2024,4,False,29,38,15,82,True,97.03
20260499,Mariam Salem,IS 313,Fall 2023,2,False,28,49,16,93,True,88.27
20261406,Mostafa Ibrahim,IS 240,Fall 2023,3,True,23,22,13,58,True,80.77
20262092,Laila Hassan,CS 251,Fall 2024,3,True,22,33,6,61,True,59.0
20261709,Ethan Younis,MA 112,Spring 2024,4,True,17,31,6,54,True,77.11
20261416,Huda Johnson,IS 352,Fall 2024,3,True,27,45,19,91,True,89.83
20262032,Mahmoud Salem,IS 350,Fall 2024,4,False,21,29,8,58,True,54.56
20260685,Ali Johnson,CS 313,Fall 2023,4,True,23,39,15,77,True,69.86
20261357,Mia Lotfy,IS 312,Fall 2024,4,True,24,35,16,75,True,55.71
20262298,Youssef Brown,HU 122,Fall 2024,4,False,12,23,10,45,False,71.34
20260983,Emily Khedr,IT 111,Fall 2024,3,False,5,18,5,28,False,56.22
20261659,Emma Martinez,IS 444,Fall 2024,4,True,25,26,14,65,True,89.76
20261313,Omar Martinez,CS 251,Fall 2024,3,True,21,30,11,62,True,81.02
20262432,Ahmed Othman,IS 450,Fall 2024,2,True,27,46,16,89,True,81.58
20262088,Aisha Zaki,PH 111,Fall 2023,3,True,14,27,11,52,True,82.89
20260535,Youssef Martinez,IS 443,Spring 2024,3,False,23,43,16,82,True,76.44
20261628,Olivia Ashraf,PH 111,Fall 2023,2,True,19,20,12,51,True,48.17
20260603,Fatma Nagy,IT 423,Spring 2024,4,False,10,27,12,49,False,78.1
20262498,Dina Khedr,HU 332,Fall 2023,4,False,17,25,15,57,True,34.76
20261820,Dina Brown,IS 312,Fall 2023,4,True,21,37,19,77,True,63.85
20262370,Jacob Williams,HU 332,Fall 2023,3,True,22,39,16,77,True,79.48
20260806,Olivia Khaled,IS 416,Spring 2024,4,False,24,33,13,70,True,82.19
20260338,Olivia Johnson,HU 213,Spring 2024,2,False,14,35,8,57,True,79.12
20262389,Logan Smith,IS 448,Fall 2023,3,True,29,43,16,88,True,66.48
20260837,Emily Garcia,CS 221,Fall 2024,3,True,13,32,11,56,True,68.37
20260388,Amelia Jones,IS 345,Fall 2023,2,False,25,47,16,88,True,76.29
20260016,Ahmed Lotfy,CS 316,Spring 2024,3,True,24,44,16,84,True,85.95
20260565,Noah Ibrahim,CS 214,Fall 2023,2,True,24,36,17,77,True,56.33
20260537,Ali Brown,CS 213,Spring 2024,3,True,13,27,7,47,False,62.98
20262262,Ali Othman,IS 321,Fall 2024,4,False,21,37,16,74,True,54.98
20262027,Olivia Jones,CS 213,Fall 2024,2,True,12,14,0,26,False,74.59
20261976,Olivia Nagy,CS 221,Fall 2024,3,True,24,42,18,84,True,86.8
20260047,Fatma Miller,HU 111,Spring 2024,3,True,27,46,18,91,True,58.89
20261139,Dina Ashraf,IS 443,Fall 2023,3,False,14,31,8,53,True,74.46
20260388,Amelia Jones,HU 332,Fall 2023,2,False,27,46,17,90,True,67.5
20261506,Olivia Nagy,HU 323,Spring 2024,2,False,10,30,6,46,False,72.84
20260975,Lucas Williams,IS 350,Fall 2023,4,True,27,45,17,89,True,75.34
20261225,Huda Ibrahim,IT 211,Spring 2024,3,False,21,36,20,77,True,84.52
20260642,Amelia Ali,HU 313,Fall 2023,4,True,21,35,16,72,True,81.97
20260597,Sarah Williams,IS 435,Fall 2024,3,False,20,37,15,72,True,85.34
20261570,Ethan Garcia,IT 211,Spring 2024,3,False,22,40,20,82,True,86.46
20261295,Nour Jones,IS 498,Spring 2024,4,False,24,33,5,62,True,98.02
20261936,James Younis,IS 455,Fall 2024,2,False,23,25,12,60,True,79.73
20262465,Ahmed Martinez,IT 222,Fall 2024,4,True,27,36,17,80,True,69.07
20262393,Olivia Brown,IS 460,Spring 2024,2,False,19,29,9,57,True,84.73
20260938,Hassan Jones,IS 240,Fall 2024,3,True,15,34,14,63,True,100.0
20260046,Ethan Garcia,IS 496,Spring 2024,4,True,26,39,18,83,True,51.34
20261116,Ahmed Nagy,HU 333,Spring 2024,2,True,20,35,10,65,True,66.71
20260353,Sarah Kamel,CS 221,Spring 2024,4,True,30,41,20,91,True,91.32
20261258,Dina El Sayed,IS 421,Fall 2023,3,False,22,44,15,81,True,66.9
20261443,Mohamed Lotfy,IS 351,Spring 2024,3,True,28,36,15,79,True,43.74
20261979,Ahmed Kamel,IT 111,Spring 2024,3,True,25,35,20,80,True,74.77
20262113,Ahmed Zaki,CS 214,Spring 2024,4,True,20,49,15,84,True,54.44
20260272,Laila Hassan,IS 231,Fall 2024,4,False,14,30,7,51,True,70.91
20261238,Mostafa Younis,HU 331,Fall 2023,3,False,25,34,6,65,True,51.6
20261243,Noah Jones,IS 460,Spring 2024,3,False,14,23,8,45,False,88.19
20261479,Liam Ibrahim,IS 453,Fall 2024,3,True,30,45,19,94,True,63.6
20260294,Ahmed Garcia,HU 111,Fall 2024,4,False,15,34,7,56,True,84.94
20261434,Mason Ashraf,IS 496,Fall 2024,3,True,9,7,6,22,False,66.12
20262227,Mariam Salem,IS 422,Spring 2024,4,False,6,18,3,27,False,60.13
20261581,Mostafa Johnson,IS 352,Spring 2024,3,True,17,30,11,58,True,72.25
20260994,Noah Zaki,CS 221,Spring 2024,4,True,30,40,19,89,True,69.47
20260669,Laila Zaki,IT 211,Fall 2023,2,False,30,44,18,92,True,71.93
20261338,Liam Ibrahim,IS 442,Spring 2024,2,False,13,9,4,26,False,50.83
20261868,Amelia Fouad,IS 231,Fall 2023,2,True,26,44,16,86,True,82.55
20262105,Logan El Sayed,IS 435,Fall 2023,4,False,22,27,9,58,True,87.24
20262478,Sarah Fouad,HU 333,Fall 2023,4,False,26,46,19,91,True,64.07
20261987,Sophia Ibrahim,CS 214,Fall 2023,3,True,24,35,19,78,True,72.09
20262067,Mostafa El Sayed,HU 122,Spring 2024,4,False,27,38,20,85,True,86.28
