student_id,student_name,course_code,course_name,term,credits,has_prerequisites,midterm_score,final_score,assignment_score,total_score,passed,attendance_rate
20251101,Dakota Gonzalez,HU 323,Fundamentals of Accounting,Fall 2024,3,False,30,50,15,95,True,72.38
20251101,Dakota Gonzalez,HU 334,Professional Ethics,Fall 2024,2,False,30,18,20,68,True,76.34
20251101,Dakota Gonzalez,HU 213,English-3,Fall 2024,3,True,30,47,14,91,True,85.35
20251101,Dakota Gonzalez,IS 342,Simulation Languages,Fall 2024,3,False,30,50,13,93,False,62.22
20251101,Dakota Gonzalez,CS 241,Operating Systems-1,Spring 2024,3,True,30,50,18,98,True,79.24
20251101,Dakota Gonzalez,IS 448,Knowledge base management,Spring 2024,3,False,30,50,1,81,True,82.23
20251101,Dakota Gonzalez,IT 221,Data Communication,Spring 2024,3,False,30,50,11,91,True,66.54
20251101,Dakota Gonzalez,IS 435,Information Centers Management,Spring 2024,3,False,30,50,18,98,True,64.14
20251101,Dakota Gonzalez,IT 211,Computer Maintenance,Spring 2024,3,False,30,50,19,99,True,84.36
20251101,Dakota Gonzalez,IT 241,Signals and Systems,Spring 2024,3,False,30,50,15,95,True,79.03
20251102,Lauren Wood,IS 365,Big Data Technologies,Fall 2023,3,False,30,41,17,88,True,97.74
20251102,Lauren Wood,CS 241,Operating Systems-1,Fall 2023,3,True,30,50,15,95,True,67.82
20251102,Lauren Wood,IS 231,Fundamentals of Information Systems,Fall 2023,3,False,30,50,9,89,True,84.1
20251102,Lauren Wood,IS 360,Introduction to Data Science,Fall 2023,3,False,30,50,20,100,True,77.76
20251102,Lauren Wood,IT 241,Signals and Systems,Spring 2023,3,False,30,44,15,89,True,61.7
20251102,Lauren Wood,HU 323,Fundamentals of Accounting,Spring 2023,3,False,30,50,16,96,True,80.82
20251102,Lauren Wood,IS 450,Software testing and integration,Spring 2023,3,False,30,50,20,100,True,66.14
20251102,Lauren Wood,IS 231,Fundamentals of Information Systems,Spring 2023,3,False,30,50,14,94,True,79.31
20251102,Lauren Wood,IS 435,Information Centers Management,Spring 2023,3,False,30,27,17,74,True,88.1
20251102,Lauren Wood,ST 122,Probability and Statistics-2,Spring 2023,3,False,30,11,11,52,False,67.79
20251102,Lauren Wood,CS 251,Software Engineering-1,Fall 2024,3,False,30,26,9,65,True,73.89
20251102,Lauren Wood,HU 323,Fundamentals of Accounting,Fall 2024,3,False,30,50,13,93,True,92.95
20251102,Lauren Wood,IS 350,Business intelligence and data Analytical,Fall 2024,3,False,30,50,11,91,True,92.18
20251102,Lauren Wood,IT 423,Information and Computer Networks Security,Fall 2024,3,False,30,50,11,91,True,70.07
20251102,Lauren Wood,CS 112,Programming-1,Spring 2024,3,False,30,50,18,98,True,65.23
20251102,Lauren Wood,IS 435,Information Centers Management,Spring 2024,3,False,30,50,15,95,False,69.19
20251102,Lauren Wood,IS 416,Distributed Database,Spring 2024,3,True,30,50,12,92,True,75.4
20251102,Lauren Wood,IS 240,Operations Research,Spring 2024,3,False,30,50,15,95,True,69.5
20251102,Lauren Wood,HU 111,English-1,Spring 2024,3,False,30,47,19,96,True,68.78
20251103,Lisa Phillips,IS 416,Distributed Database,Fall 2023,3,True,30,50,12,92,True,60.3
20251103,Lisa Phillips,HU 112,English-2,Fall 2023,3,True,30,31,17,78,True,90.9
20251103,Lisa Phillips,IS 434,Quality Assurance of Information Systems and Programming,Fall 2023,3,False,30,21,19,70,True,87.4
20251103,Lisa Phillips,IS 333,Management Information Systems,Fall 2023,3,False,30,50,15,95,True,86.29
20251103,Lisa Phillips,IS 351,System Analysis and Design-1,Fall 2023,3,False,30,50,16,96,True,98.79
20251103,Lisa Phillips,CS 251,Software Engineering-1,Spring 2023,3,False,30,50,20,100,True,81.85
20251103,Lisa Phillips,PH 111,Physics,Spring 2023,3,False,30,50,20,100,True,84.99
20251103,Lisa Phillips,IS 422,Data Warehousing,Spring 2023,3,True,30,50,15,95,True,83.58
20251103,Lisa Phillips,CS 112,Programming-1,Spring 2023,3,False,30,50,6,86,True,62.31
20251103,Lisa Phillips,IS 241,Modeling and Simulation,Spring 2023,3,False,30,50,20,100,True,77.19
20251103,Lisa Phillips,IS 421,Data Mining,Fall 2024,3,True,30,50,19,99,True,99.75
20251103,Lisa Phillips,CS 352,Software Engineering-2,Fall 2024,3,True,30,48,16,94,True,70.46
20251103,Lisa Phillips,IS 342,Simulation Languages,Fall 2024,3,False,30,50,6,86,True,90.11
20251103,Lisa Phillips,IS 365,Big Data Technologies,Fall 2024,3,False,30,50,15,95,False,66.34
20251103,Lisa Phillips,HU 313,Human Rights,Fall 2024,2,False,30,50,14,94,True,71.13
20251103,Lisa Phillips,IS 450,Software testing and integration,Fall 2024,3,False,30,50,20,100,True,76.22
20251103,Lisa Phillips,IS 352,Analysis and Design of Information Systems-2,Spring 2024,3,True,30,50,14,94,True,60.18
20251103,Lisa Phillips,IS 498,Project,Spring 2024,4,True,30,50,16,96,True,64.87
20251103,Lisa Phillips,HU 313,Human Rights,Spring 2024,2,False,26,50,15,91,False,74.22
20251103,Lisa Phillips,IS 442,E-Commerce,Spring 2024,3,False,30,50,14,94,True,98.76
20251104,Barry Mccormick,IT 221,Data Communication,Fall 2023,3,False,30,50,9,89,True,75.96
20251104,Barry Mccormick,IS 435,Information Centers Management,Fall 2023,3,False,30,41,17,88,True,74.0
20251104,Barry Mccormick,HU 332,Creative Thinking,Fall 2023,2,False,30,50,20,100,True,88.14
20251104,Barry Mccormick,CS 111,Introduction to Computers,Fall 2023,3,False,30,50,18,98,True,75.57
20251104,Barry Mccormick,CS 221,Logic Design,Fall 2023,3,False,30,50,11,91,True,92.41
20251104,Barry Mccormick,IS 444,Multimedia Information Systems,Spring 2023,3,False,30,31,12,73,True,80.71
20251104,Barry Mccormick,IS 321,Projects Management,Spring 2023,3,False,30,50,7,87,True,87.58
20251104,Barry Mccormick,IS 450,Software testing and integration,Spring 2023,3,False,30,48,18,96,True,89.32
20251104,Barry Mccormick,AI 310,Artificial Intelligence,Spring 2023,3,False,30,50,19,99,True,73.29
20251104,Barry Mccormick,HU 334,Professional Ethics,Spring 2023,2,False,30,50,15,95,False,87.59
20251104,Barry Mccormick,ST 121,Probability and Statistics-1,Spring 2023,3,False,30,50,14,94,True,85.3
20251104,Barry Mccormick,HU 334,Professional Ethics,Fall 2024,2,False,30,35,12,77,True,98.87
20251104,Barry Mccormick,IS 352,Analysis and Design of Information Systems-2,Fall 2024,3,True,30,50,11,91,False,97.51
20251104,Barry Mccormick,ST 122,Probability and Statistics-2,Fall 2024,3,False,30,50,10,90,True,62.69
20251104,Barry Mccormick,CS 241,Operating Systems-1,Fall 2024,3,True,30,50,18,98,True,68.55
20251104,Barry Mccormick,HU 112,English-2,Fall 2024,3,True,30,50,20,100,True,72.84
20251104,Barry Mccormick,CS 111,Introduction to Computers,Fall 2024,3,False,29,7,9,45,False,95.04
20251104,Barry Mccormick,IS 443,Geographical Information Systems,Spring 2024,3,False,30,50,18,98,True,62.96
20251104,Barry Mccormick,HU 213,English-3,Spring 2024,3,True,30,50,15,95,False,74.96
20251104,Barry Mccormick,IT 221,Data Communication,Spring 2024,3,False,30,50,14,94,True,69.42
20251104,Barry Mccormick,CS 112,Programming-1,Spring 2024,3,False,30,50,2,82,True,93.05
20251104,Barry Mccormick,CS 313,Programming-3,Spring 2024,3,True,30,50,19,99,True,65.38
20251105,Patrick Ware,IT 221,Data Communication,Fall 2023,3,False,30,50,12,92,False,65.73
20251105,Patrick Ware,IS 421,Data Mining,Fall 2023,3,True,30,50,16,96,True,60.7
20251105,Patrick Ware,IS 442,E-Commerce,Fall 2023,3,False,30,50,20,100,True,91.85
20251105,Patrick Ware,HU 331,Communication & Negotiation Skills,Fall 2023,3,False,30,50,16,96,False,98.99
20251105,Patrick Ware,HU 111,English-1,Fall 2023,3,False,30,50,19,99,True,76.15
20251105,Patrick Ware,HU 333,Mass Communication,Fall 2023,3,False,30,50,18,98,True,87.85
20251105,Patrick Ware,IS 313,Data Storage and Retrieval,Spring 2023,3,True,30,50,8,88,True,71.79
20251105,Patrick Ware,IS 434,Quality Assurance of Information Systems and Programming,Spring 2023,3,False,30,50,20,100,True,97.83
20251105,Patrick Ware,IS 333,Management Information Systems,Spring 2023,3,False,30,50,9,89,True,85.22
20251105,Patrick Ware,HU 332,Creative Thinking,Spring 2023,2,False,30,50,8,88,True,87.6
20251105,Patrick Ware,IS 498,Project,Spring 2023,4,True,30,50,18,98,True,66.11
20251105,Patrick Ware,IS 360,Introduction to Data Science,Spring 2023,3,False,30,50,15,95,True,93.97
20251105,Patrick Ware,IS 422,Data Warehousing,Fall 2024,3,True,30,50,19,99,True,82.75
20251105,Patrick Ware,HU 334,Professional Ethics,Fall 2024,2,False,30,50,13,93,False,87.55
20251105,Patrick Ware,IS 342,Simulation Languages,Fall 2024,3,False,30,39,17,86,True,85.97
20251105,Patrick Ware,IS 333,Management Information Systems,Fall 2024,3,False,30,48,19,97,True,71.1
20251105,Patrick Ware,CS 352,Software Engineering-2,Spring 2024,3,True,30,50,18,98,False,86.08
20251105,Patrick Ware,IS 443,Geographical Information Systems,Spring 2024,3,False,30,50,15,95,True,63.16
20251105,Patrick Ware,IS 451,Decision Support Systems,Spring 2024,3,True,30,50,12,92,True,81.19
20251105,Patrick Ware,IT 223,Internet Technology,Spring 2024,3,False,30,50,11,91,False,71.15
20251106,Terri Perkins,CS 241,Operating Systems-1,Fall 2023,3,True,30,39,13,82,True,84.67
20251106,Terri Perkins,IS 312,Database Systems-2,Fall 2023,3,True,30,34,12,76,True,65.85
20251106,Terri Perkins,IS 365,Big Data Technologies,Fall 2023,3,False,30,50,20,100,True,80.16
20251106,Terri Perkins,CS 251,Software Engineering-1,Fall 2023,3,False,30,50,16,96,True,72.68
20251106,Terri Perkins,IS 434,Quality Assurance of Information Systems and Programming,Fall 2023,3,False,30,37,14,81,True,62.91
20251106,Terri Perkins,IS 496,Selected Topics in Information Systems,Fall 2023,3,False,30,50,19,99,True,83.59
20251106,Terri Perkins,IS 312,Database Systems-2,Spring 2023,3,True,30,27,13,70,True,82.61
20251106,Terri Perkins,HU 111,English-1,Spring 2023,3,False,30,50,12,92,True,95.5
20251106,Terri Perkins,HU 313,Human Rights,Spring 2023,2,False,30,44,14,88,True,96.18
20251106,Terri Perkins,IT 111,Electronics-1,Spring 2023,3,False,30,50,4,84,True,63.09
20251106,Terri Perkins,IT 222,Computer Networks-1,Spring 2023,3,False,30,50,17,97,True,93.32
20251106,Terri Perkins,IS 313,Data Storage and Retrieval,Spring 2023,3,True,30,50,17,97,False,75.17
20251106,Terri Perkins,IS 312,Database Systems-2,Fall 2024,3,True,30,50,18,98,True,61.74
20251106,Terri Perkins,IS 365,Big Data Technologies,Fall 2024,3,False,30,40,13,83,True,80.9
20251106,Terri Perkins,CS 221,Logic Design,Fall 2024,3,False,30,50,20,100,True,72.34
20251106,Terri Perkins,IT 111,Electronics-1,Fall 2024,3,False,30,50,16,96,True,73.08
20251106,Terri Perkins,IS 415,Object Oriented Database,Fall 2024,3,False,30,50,19,99,False,87.93
20251106,Terri Perkins,HU 121,Fundamentals of Economics,Fall 2024,3,False,30,50,7,87,True,85.57
20251106,Terri Perkins,IS 422,Data Warehousing,Spring 2024,3,True,30,50,11,91,True,63.11
20251106,Terri Perkins,HU 112,English-2,Spring 2024,3,True,30,50,15,95,False,91.24
20251106,Terri Perkins,IS 360,Introduction to Data Science,Spring 2024,3,False,30,50,13,93,True,83.48
20251106,Terri Perkins,IS 455,Software Quality Assurance and Testing,Spring 2024,3,False,30,48,20,98,True,75.59
20251106,Terri Perkins,IS 416,Distributed Database,Spring 2024,3,True,30,50,14,94,True,93.48
20251107,Candice Perez,AI 310,Artificial Intelligence,Fall 2023,3,False,30,50,9,89,False,87.14
20251107,Candice Perez,HU 213,English-3,Fall 2023,3,True,30,16,18,64,False,92.1
20251107,Candice Perez,IS 451,Decision Support Systems,Fall 2023,3,True,30,48,20,98,False,87.48
20251107,Candice Perez,IS 414,Information Systems Security,Fall 2023,3,False,30,41,7,78,True,77.04
20251107,Candice Perez,IS 422,Data Warehousing,Fall 2023,3,True,30,50,19,99,True,82.97
20251107,Candice Perez,IS 442,E-Commerce,Spring 2023,3,False,30,50,19,99,False,94.42
20251107,Candice Perez,IS 352,Analysis and Design of Information Systems-2,Spring 2023,3,True,30,50,20,100,False,89.75
20251107,Candice Perez,HU 323,Fundamentals of Accounting,Spring 2023,3,False,30,50,15,95,True,95.79
20251107,Candice Perez,IS 414,Information Systems Security,Spring 2023,3,False,30,50,19,99,True,75.06
20251107,Candice Perez,IT 222,Computer Networks-1,Spring 2023,3,False,30,36,15,81,False,92.46
20251107,Candice Perez,HU 213,English-3,Fall 2024,3,True,30,50,9,89,True,86.61
20251107,Candice Perez,IS 496,Selected Topics in Information Systems,Fall 2024,3,False,30,50,9,89,True,82.42
20251107,Candice Perez,IS 453,Information Systems Development Methodologies,Fall 2024,3,False,30,50,13,93,True,88.24
20251107,Candice Perez,IS 360,Introduction to Data Science,Fall 2024,3,False,30,50,7,87,True,63.33
20251107,Candice Perez,CS 214,Data Structures,Spring 2024,3,False,30,28,11,69,True,71.0
20251107,Candice Perez,IS 434,Quality Assurance of Information Systems and Programming,Spring 2024,3,False,30,50,14,94,True,80.22
20251107,Candice Perez,MA 112,Discrete Mathematics,Spring 2024,3,False,30,50,6,86,True,90.95
20251107,Candice Perez,HU 333,Mass Communication,Spring 2024,3,False,30,50,20,100,True,91.91
20251108,Nicole Johnson,CS 316,Algorithms,Fall 2023,3,True,30,49,13,92,False,84.44
20251108,Nicole Johnson,IS 422,Data Warehousing,Fall 2023,3,True,30,37,16,83,True,83.17
20251108,Nicole Johnson,ST 121,Probability and Statistics-1,Fall 2023,3,False,30,50,10,90,True,72.62
20251108,Nicole Johnson,IS 414,Information Systems Security,Fall 2023,3,False,30,50,11,91,True,63.09
20251108,Nicole Johnson,CS 221,Logic Design,Fall 2023,3,False,30,50,20,100,True,62.06
20251108,Nicole Johnson,HU 313,Human Rights,Spring 2023,2,False,30,39,8,77,True,72.71
20251108,Nicole Johnson,IT 222,Computer Networks-1,Spring 2023,3,False,30,50,20,100,True,80.21
20251108,Nicole Johnson,IS 451,Decision Support Systems,Spring 2023,3,True,30,50,9,89,True,60.39
20251108,Nicole Johnson,IT 223,Internet Technology,Spring 2023,3,False,30,31,17,78,False,67.63
20251108,Nicole Johnson,CS 352,Software Engineering-2,Spring 2023,3,True,30,50,19,99,True,75.27
20251108,Nicole Johnson,IS 360,Introduction to Data Science,Spring 2023,3,False,30,50,10,90,True,65.42
20251108,Nicole Johnson,MA 112,Discrete Mathematics,Fall 2024,3,False,30,50,7,87,True,83.88
20251108,Nicole Johnson,IT 111,Electronics-1,Fall 2024,3,False,30,50,12,92,True,63.02
20251108,Nicole Johnson,IS 240,Operations Research,Fall 2024,3,False,30,35,14,79,True,79.42
20251108,Nicole Johnson,HU 213,English-3,Fall 2024,3,True,30,36,19,85,True,72.86
20251108,Nicole Johnson,IS 443,Geographical Information Systems,Spring 2024,3,False,30,44,6,80,True,80.51
20251108,Nicole Johnson,IS 312,Database Systems-2,Spring 2024,3,True,30,50,18,98,True,86.39
20251108,Nicole Johnson,IS 444,Multimedia Information Systems,Spring 2024,3,False,30,50,8,88,True,61.15
20251108,Nicole Johnson,ST 122,Probability and Statistics-2,Spring 2024,3,False,30,50,10,90,True,64.28
20251108,Nicole Johnson,IS 365,Big Data Technologies,Spring 2024,3,False,30,50,13,93,True,98.9
20251108,Nicole Johnson,IS 333,Management Information Systems,Spring 2024,3,False,30,50,15,95,True,92.61
20251109,Janice Dean,HU 112,English-2,Fall 2023,3,True,30,50,19,99,True,89.92
20251109,Janice Dean,IS 360,Introduction to Data Science,Fall 2023,3,False,30,49,16,95,True,83.21
20251109,Janice Dean,IS 443,Geographical Information Systems,Fall 2023,3,False,30,50,11,91,True,60.41
20251109,Janice Dean,IS 352,Analysis and Design of Information Systems-2,Fall 2023,3,True,28,50,12,90,True,90.97
20251109,Janice Dean,CS 213,Programming-2,Fall 2023,3,True,30,37,20,87,True,76.37
20251109,Janice Dean,IS 450,Software testing and integration,Spring 2023,3,False,30,50,16,96,True,77.4
20251109,Janice Dean,IS 460,Introduction to deep learning,Spring 2023,3,True,30,50,19,99,True,74.21
20251109,Janice Dean,IS 352,Analysis and Design of Information Systems-2,Spring 2023,3,True,30,50,7,87,True,88.93
20251109,Janice Dean,IS 453,Information Systems Development Methodologies,Spring 2023,3,False,30,50,13,93,True,99.24
20251109,Janice Dean,IS 416,Distributed Database,Spring 2023,3,True,30,50,9,89,True,69.24
20251109,Janice Dean,IS 352,Analysis and Design of Information Systems-2,Fall 2024,3,True,30,50,11,91,True,88.09
20251109,Janice Dean,MA 111,Mathematics-1,Fall 2024,3,False,30,27,20,77,False,92.82
20251109,Janice Dean,HU 334,Professional Ethics,Fall 2024,2,False,30,34,15,79,True,66.63
20251109,Janice Dean,IS 453,Information Systems Development Methodologies,Fall 2024,3,False,30,50,15,95,True,79.32
20251109,Janice Dean,IS 342,Simulation Languages,Fall 2024,3,False,30,50,19,99,True,68.04
20251109,Janice Dean,PH 111,Physics,Fall 2024,3,False,30,41,19,90,True,72.31
20251109,Janice Dean,IS 451,Decision Support Systems,Spring 2024,3,True,30,50,12,92,True,75.59
20251109,Janice Dean,IS 360,Introduction to Data Science,Spring 2024,3,False,30,50,9,89,True,91.35
20251109,Janice Dean,HU 112,English-2,Spring 2024,3,True,30,50,12,92,True,99.38
20251109,Janice Dean,IS 350,Business intelligence and data Analytical,Spring 2024,3,False,30,49,20,99,True,71.91
20251110,Donna Jones,CS 112,Programming-1,Fall 2023,3,False,23,50,10,83,False,67.42
20251110,Donna Jones,IS 231,Fundamentals of Information Systems,Fall 2023,3,False,30,50,18,98,False,77.01
20251110,Donna Jones,HU 313,Human Rights,Fall 2023,2,False,30,50,12,92,True,68.71
20251110,Donna Jones,PH 111,Physics,Fall 2023,3,False,30,50,10,90,True,68.88
20251110,Donna Jones,IS 444,Multimedia Information Systems,Spring 2023,3,False,30,50,16,96,True,99.88
20251110,Donna Jones,IS 442,E-Commerce,Spring 2023,3,False,30,45,20,95,True,90.39
20251110,Donna Jones,HU 313,Human Rights,Spring 2023,2,False,30,50,8,88,True,91.24
20251110,Donna Jones,IT 423,Information and Computer Networks Security,Spring 2023,3,False,30,50,19,99,True,92.18
20251110,Donna Jones,AI 310,Artificial Intelligence,Fall 2024,3,False,30,50,11,91,True,77.61
20251110,Donna Jones,PH 111,Physics,Fall 2024,3,False,30,50,11,91,True,65.6
20251110,Donna Jones,IS 231,Fundamentals of Information Systems,Fall 2024,3,False,30,49,19,98,True,98.65
20251110,Donna Jones,IS 421,Data Mining,Fall 2024,3,True,30,50,16,96,True,99.93
20251110,Donna Jones,IT 241,Signals and Systems,Fall 2024,3,False,30,50,9,89,True,80.47
20251110,Donna Jones,PH 111,Physics,Spring 2024,3,False,30,41,15,86,True,65.74
20251110,Donna Jones,AI 310,Artificial Intelligence,Spring 2024,3,False,30,50,20,100,True,66.76
20251110,Donna Jones,IS 415,Object Oriented Database,Spring 2024,3,False,30,39,20,89,True,66.44
20251110,Donna Jones,HU 332,Creative Thinking,Spring 2024,2,False,30,50,19,99,True,65.75
20251111,Jasmin Miller,CS 214,Data Structures,Fall 2023,3,False,30,50,20,100,True,97.85
20251111,Jasmin Miller,CS 316,Algorithms,Fall 2023,3,True,30,42,19,91,True,78.23
20251111,Jasmin Miller,IS 453,Information Systems Development Methodologies,Fall 2023,3,False,30,36,18,84,True,69.4
20251111,Jasmin Miller,CS 221,Logic Design,Fall 2023,3,False,30,50,19,99,True,71.42
20251111,Jasmin Miller,IS 414,Information Systems Security,Fall 2023,3,False,30,50,16,96,False,63.88
20251111,Jasmin Miller,IS 451,Decision Support Systems,Spring 2023,3,True,30,50,20,100,True,95.86
20251111,Jasmin Miller,MA 112,Discrete Mathematics,Spring 2023,3,False,30,50,12,92,False,72.43
20251111,Jasmin Miller,IS 415,Object Oriented Database,Spring 2023,3,False,30,48,20,98,True,83.98
20251111,Jasmin Miller,IS 455,Software Quality Assurance and Testing,Spring 2023,3,False,30,50,18,98,False,66.34
20251111,Jasmin Miller,ST 122,Probability and Statistics-2,Fall 2024,3,False,30,35,17,82,True,66.15
20251111,Jasmin Miller,HU 333,Mass Communication,Fall 2024,3,False,30,50,14,94,True,84.0
20251111,Jasmin Miller,CS 221,Logic Design,Fall 2024,3,False,30,39,20,89,False,80.51
20251111,Jasmin Miller,IT 211,Computer Maintenance,Fall 2024,3,False,30,20,17,67,False,66.78
20251111,Jasmin Miller,IT 223,Internet Technology,Spring 2024,3,False,30,41,16,87,False,87.24
20251111,Jasmin Miller,CS 214,Data Structures,Spring 2024,3,False,30,50,20,100,True,67.86
20251111,Jasmin Miller,IT 111,Electronics-1,Spring 2024,3,False,30,48,15,93,True,69.07
20251111,Jasmin Miller,IS 422,Data Warehousing,Spring 2024,3,True,27,25,3,55,False,81.89
20251112,Cynthia Gray,IT 221,Data Communication,Fall 2023,3,False,30,36,20,86,True,86.4
20251112,Cynthia Gray,HU 333,Mass Communication,Fall 2023,3,False,30,40,18,88,True,61.78
20251112,Cynthia Gray,HU 332,Creative Thinking,Fall 2023,2,False,30,50,2,82,True,65.09
20251112,Cynthia Gray,PH 111,Physics,Fall 2023,3,False,30,50,11,91,True,76.33
20251112,Cynthia Gray,IS 434,Quality Assurance of Information Systems and Programming,Fall 2023,3,False,30,48,16,94,True,60.91
20251112,Cynthia Gray,IS 240,Operations Research,Spring 2023,3,False,30,50,11,91,True,74.11
20251112,Cynthia Gray,IS 241,Modeling and Simulation,Spring 2023,3,False,30,50,16,96,True,77.71
20251112,Cynthia Gray,IT 211,Computer Maintenance,Spring 2023,3,False,30,50,13,93,False,92.66
20251112,Cynthia Gray,IS 460,Introduction to deep learning,Spring 2023,3,True,30,50,17,97,True,69.03
20251112,Cynthia Gray,IS 414,Information Systems Security,Spring 2023,3,False,30,50,19,99,True,70.96
20251112,Cynthia Gray,IS 443,Geographical Information Systems,Spring 2023,3,False,30,50,15,95,True,90.21
20251112,Cynthia Gray,IS 334,Accounting Information Systems,Fall 2024,3,False,30,50,16,96,True,75.01
20251112,Cynthia Gray,CS 214,Data Structures,Fall 2024,3,False,30,50,14,94,True,83.04
20251112,Cynthia Gray,IS 415,Object Oriented Database,Fall 2024,3,False,30,50,14,94,True,82.0
20251112,Cynthia Gray,MA 113,Mathematics-2,Fall 2024,3,False,30,26,17,73,False,81.66
20251112,Cynthia Gray,HU 213,English-3,Fall 2024,3,True,30,36,20,86,False,78.22
20251112,Cynthia Gray,IS 352,Analysis and Design of Information Systems-2,Spring 2024,3,True,30,50,19,99,True,84.35
20251112,Cynthia Gray,CS 214,Data Structures,Spring 2024,3,False,30,50,13,93,True,97.06
20251112,Cynthia Gray,CS 112,Programming-1,Spring 2024,3,False,30,49,20,99,True,76.14
20251112,Cynthia Gray,IS 240,Operations Research,Spring 2024,3,False,30,40,17,87,True,99.41
20251112,Cynthia Gray,IS 414,Information Systems Security,Spring 2024,3,False,30,50,11,91,True,95.04
20251112,Cynthia Gray,PH 111,Physics,Spring 2024,3,False,30,22,12,64,True,98.92
20251113,Kelly Hall,HU 313,Human Rights,Fall 2023,2,False,30,50,19,99,True,93.06
20251113,Kelly Hall,IS 415,Object Oriented Database,Fall 2023,3,False,30,36,13,79,True,62.5
20251113,Kelly Hall,MA 112,Discrete Mathematics,Fall 2023,3,False,30,50,10,90,False,60.89
20251113,Kelly Hall,IS 240,Operations Research,Fall 2023,3,False,30,37,10,77,True,92.51
20251113,Kelly Hall,IS 321,Projects Management,Fall 2023,3,False,30,50,17,97,True,87.28
20251113,Kelly Hall,IS 416,Distributed Database,Spring 2023,3,True,30,50,14,94,True,83.37
20251113,Kelly Hall,IS 498,Project,Spring 2023,4,True,30,50,14,94,True,99.45
20251113,Kelly Hall,HU 213,English-3,Spring 2023,3,True,30,50,17,97,True,92.04
20251113,Kelly Hall,ST 122,Probability and Statistics-2,Spring 2023,3,False,30,33,13,76,True,71.9
20251113,Kelly Hall,IS 450,Software testing and integration,Spring 2023,3,False,30,50,3,83,True,95.06
20251113,Kelly Hall,HU 334,Professional Ethics,Fall 2024,2,False,30,30,15,75,True,61.24
20251113,Kelly Hall,HU 213,English-3,Fall 2024,3,True,30,50,15,95,False,96.69
20251113,Kelly Hall,IS 365,Big Data Technologies,Fall 2024,3,False,30,35,17,82,True,94.88
20251113,Kelly Hall,PH 111,Physics,Fall 2024,3,False,30,44,16,90,True,68.3
